"Simulation 1 x [R = 50m, d = 45m, Regolith = 2m]","Simulation 1 gcorr [R = 50m, d = 45m, Regolith = 2m]","Simulation 1 noise [R = 50m, d = 45m, Regolith = 2m]","Simulation 2 x [R = 100m, d = 45m, Regolith = 2m]","Simulation 2 gcorr [R = 100m, d = 45m, Regolith = 2m]","Simulation 2 noise [R = 100m, d = 45m, Regolith = 2m]","Simulation 3 x [R = 150m, d = 45m, Regolith = 2m]","Simulation 3 gcorr [R = 150m, d = 45m, Regolith = 2m]","Simulation 3 noise [R = 150m, d = 45m, Regolith = 2m]","Simulation 4 x [R = 200m, d = 45m, Regolith = 2m]","Simulation 4 gcorr [R = 200m, d = 45m, Regolith = 2m]","Simulation 4 noise [R = 200m, d = 45m, Regolith = 2m]","Simulation 5 x [R = 250m, d = 45m, Regolith = 2m]","Simulation 5 gcorr [R = 250m, d = 45m, Regolith = 2m]","Simulation 5 noise [R = 250m, d = 45m, Regolith = 2m]"
-53.75,28.417194288003817,0.005632391273251141,-53.75,27.435787505930882,0.008823080189117672,-53.75,26.967634989191836,0.008855888462874113,-53.75,26.74491170051172,-0.0379656315317317,-53.75,26.615307385347943,0.0030999228807033537
-48.75,28.316221384114645,-0.0449407977595319,-48.75,27.361518266651526,0.06047988930080194,-48.75,26.933239562037077,-0.0075541664851165695,-48.75,26.72479023522702,-0.015865863648152463,-48.75,26.601359209284386,-0.11583150860239314
-43.75,28.209086808144598,-0.005774658397885287,-43.75,27.29517792114997,-0.016930685533722702,-43.75,26.902183547457607,0.02666123492005338,-43.75,26.70618634913111,0.009872365905999254,-43.75,26.588295177920894,0.055778839731295486
-38.75,28.099627217628722,0.0017476833709487495,-38.75,27.236685418585413,0.03097281820654324,-38.75,26.87423780463988,0.11757114179294575,-38.75,26.689087130150735,-0.11876275390454101,-38.75,26.57614889099091,-0.05144221131109224
-33.75,27.99233277936308,-0.00545864807834247,-33.75,27.185693170882058,0.011322509567725294,-33.75,26.849261814442507,-0.03155590733791754,-33.75,26.67351541293199,-0.07458037692252746,-33.75,26.56497388730352,-0.08515252640579306
-28.75,27.891730332774145,0.020364799887330472,-28.75,27.141787707846532,0.004985385063869721,-28.75,26.82720120057108,-0.0067060088040715865,-28.75,26.659532018053643,0.026708450348554697,-28.75,26.554846972210463,-0.015467880838496482
-23.75,27.80184436061855,-0.03417336118014875,-23.75,27.104647479506408,0.057674165837141904,-23.75,26.80808785235419,-0.04226331843571582,-23.75,26.64724023815034,0.006260731300685778,-23.75,26.545872998053866,0.09844296292193762
-18.75,27.725811947585434,-0.07741668037312727,-18.75,27.07412628511942,-0.037778445886440255,-18.75,26.792043372784697,-0.04065140618447049,-18.75,26.636792207166298,-0.05166594706025035,-18.75,26.538190880197455,0.0251051525305797
-13.75,27.66579243256438,0.1553482667584746,-13.75,27.050284631708305,-0.01588203910781899,-13.75,26.779282597184217,0.01896834001872779,-13.75,26.62839455197561,0.030240215872031895,-13.75,26.53197883038544,-0.049569079442617056
-8.75,27.623226458020305,-0.0012777127793920531,-8.75,27.033380010676282,-0.006656170023381771,-8.75,26.770105240618726,-0.061912994022755845,-8.75,26.622304454799743,0.07208841001345988,-8.75,26.527451769649556,-0.11092684839383614
-3.75,27.599163252597158,0.0179427832398735,-3.75,27.023792434446385,0.001144961957044103,-3.75,26.764849455963926,0.021950422436438636,-3.75,26.618796618521255,-0.006460498214950247,-3.75,26.52483537704332,0.08806621148390595
1.25,27.594309997745913,-0.010721477917087725,1.25,27.021854428269254,0.04074216469666519,1.25,26.763782405796178,0.03732527332026336,1.25,26.618082586616996,-0.08878362974662732,1.25,26.52430197766502,-0.0301512367102143
6.25,27.60882786997588,-0.04006645303985646,6.25,27.027647090998435,0.03694421792773127,6.25,26.766967094798364,0.03749524909169838,6.25,26.620211794304073,-0.029123857603517763,6.25,26.525891717372446,-0.02425218195492219
11.25,27.64225542994113,-0.0722352740103464,11.25,27.040942805892865,-0.03942548690734346,11.25,26.774224801237562,-0.022560314594952433,11.25,26.62504360102167,0.009129708856914515,11.25,26.529490269382514,0.023341529310914984
16.25,27.693698255867446,-0.03222414091225222,16.25,27.061358586506945,0.08776051050369303,16.25,26.785235504868538,-0.017508550682634082,16.25,26.632322011116994,0.015154009284525505,16.25,26.534888384462054,-0.04693321444294244
21.25,27.76194025181895,-0.05484969818013005,21.25,27.088560672309388,-0.01493067081216038,21.25,26.799670769350087,-0.03815681057756914,21.25,26.64177415288307,0.05318787325854149,21.25,26.54186027571135,-0.05003175442017691
26.25,27.84522797061318,0.0550888848773359,26.25,27.12238574758174,-0.0030325669899091984,26.25,26.817270677682643,0.013433039838524506,26.25,26.653166394276532,0.00889343101663037,26.25,26.55020805823675,0.0283647316156627
31.25,27.940926266088848,-0.0294890377567957,31.25,27.162878141343267,-0.03572441799824163,31.25,26.83786714066042,-0.014365920975891538,31.25,26.66631978278709,0.03874330078895945,31.25,26.559773589063838,0.018642702011471123
36.25,28.04542038973244,-0.003126154121195355,36.25,27.210278299776434,-0.04601400123149935,36.25,26.86138399188371,-0.015094167683273985,36.25,26.68110746426187,-0.08916875613493723,36.25,26.570435772313044,0.0018098210791008458
41.25,28.154374970497678,0.04945856024105472,41.25,27.264968505078347,-0.02238219233811041,41.25,26.887832715513717,0.08598639506676058,41.25,26.69744808244271,0.04877605454722545,41.25,26.582104469867097,0.007528638238574839
46.25,28.26320700563482,0.0046164516730275214,46.25,27.327353629576585,0.0052735284999579565,46.25,26.91731056139667,-0.053404386332170775,46.25,26.715300228108124,0.03147811051315248,46.25,26.59471501293548,-0.038440345852570786
51.25,28.36767639505105,0.05111696225857196,51.25,27.39767154681647,0.010021272147854178,51.25,26.950001996526456,-0.09246599329553246,51.25,26.734659084740635,-0.03528661295166096,51.25,26.608224164902005,-0.040116663124832266
